Gene_Name,family,name
DRP2,['IPR017433'],['Dystrophin-related protein 2']
PFDN2,"['IPR002777', 'IPR027235']","['Prefoldin beta-like', 'Prefoldin subunit 2']"
LGALS13,['IPR030653'],['Galectin-13']
MED13,,
SLC25A19,['IPR002067'],['Mitochondrial carrier protein']
TOP3A,,
APC,"['IPR026818', 'IPR026836']","['Adenomatous polyposis coli (APC)  family', 'Adenomatous polyposis coli']"
PXN,,
SMARCB1,"['IPR006939', 'IPR017393']","['SNF5/SMARCB1/INI1', 'Chromatin-remodeling complex component Sfh1/SNF5']"
GSDMC,,
RAB40B,['IPR001806'],['Small GTPase']
FSIP1,['IPR026246'],['Fibrous sheath-interacting protein 1']
NIFK,,
B3GNT5,['IPR002659'],"['Glycosyl transferase, family 31']"
MRO,,
COX4I1,"['IPR004203', 'IPR013288']","['Cytochrome c oxidase subunit IV family', 'Cytochrome c oxidase subunit IV']"
PARD6B,,
PARD6G,,
,,
HCAR3,['IPR028017'],['Hydroxycarboxylic acid receptor 2/3']
ELAVL4,"['IPR002343', 'IPR006548']","['Paraneoplastic encephalomyelitis antigen', 'Splicing factor ELAV/Hu']"
HNRNPU,['IPR026745'],['Heterogeneous nuclear ribonucleoprotein U']
BPTF,['IPR038028'],['Nucleosome-remodeling factor subunit BPTF']
COL8A2,,
CDC20,['IPR033010'],['The WD repeat Cdc20/Fizzy family']
CD24,['IPR028029'],['Signal transducer CD24']
POU4F2,,
ZP4,,
ACE2,['IPR001548'],"['Peptidase M2, peptidyl-dipeptidase A']"
SDIM1,['IPR001548'],"['Peptidase M2, peptidyl-dipeptidase A']"
MARCKSL1,['IPR002101'],['Myristoylated alanine-rich C-kinase substrate MARCKS']
POLD2,['IPR024826'],['DNA polymerase delta/II small subunit family']
KIF5A,['IPR027640'],['Kinesin-like protein']
FSTL1,,
RPA1,['IPR004591'],['Replication factor A protein 1']
APEX1,['IPR004808'],['AP endonuclease 1']
CDHR2,['IPR030276'],['Cadherin-related family member 2']
GRSF1,['IPR033106'],['G-rich sequence factor 1']
PCGF6,['IPR038037'],['Polycomb group RING finger protein 6']
STX4,,
HES7,['IPR032644'],['Transcription factor HES-7']
NR2C1,['IPR001723'],['Nuclear hormone receptor']
ACVRL1,['IPR000333'],"['Ser/Thr protein kinase, TGFB receptor']"
CPM,,
ANP32A,,
UNG,['IPR002043'],['Uracil-DNA glycosylase family 1']
SPRR2G,['IPR026075'],['Small proline-rich protein/late cornified envelope protein']
LCE3D,['IPR028205'],['Late cornified envelope protein']
TMPRSS13,"['IPR001314', 'IPR017327']","['Peptidase S1A, chymotrypsin family', 'Peptidase S1A, TMPRSS13']"
CXCR2,"['IPR000057', 'IPR000174', 'IPR000276']","['CXC chemokine receptor 2', 'CXC chemokine receptor 1/2', 'G protein-coupled receptor, rhodopsin-like']"
DNMT1,"['IPR001525', 'IPR017198']","['C-5 cytosine methyltransferase', 'DNA (cytosine-5)-methyltransferase 1-like']"
MAP4K2,['IPR021160'],['Mitogen-activated protein (MAP) kinase kinase kinase kinase']
CHML,['IPR018203'],['GDP dissociation inhibitor']
MAP3K12,"['IPR017419', 'IPR027257']","['Mitogen-activated protein kinase kinase kinase 12/13', 'Mitogen-activated protein kinase kinase kinase 12']"
LPCAT3,['IPR004299'],"['Membrane bound O-acyl transferase, MBOAT']"
KRTAP5-9,['IPR002494'],['Keratin-associated protein']
RPL13,['IPR001380'],['Ribosomal protein L13e']
MRPL1,"['IPR005879', 'IPR028364']","['Ribosomal protein L1, mitochondrial', 'Ribosomal protein L1/ribosomal biogenesis protein']"
NFIA,['IPR000647'],['CTF transcription factor/nuclear factor 1']
CNFN,['IPR000647'],['CTF transcription factor/nuclear factor 1']
ACTRT3,['IPR004000'],['Actin family']
BSN,['IPR030627'],['Protein bassoon']
MRPL4,"['IPR002136', 'IPR013005']","['Ribosomal protein L4/L1e', '50S ribosomal protein uL4']"
MRPL9,['IPR000244'],['Ribosomal protein L9']
MRPL13,"['IPR005822', 'IPR005823']","['Ribosomal protein L13', 'Ribosomal protein L13, bacterial-type']"
U2AF2,['IPR006529'],"['U2 snRNP auxilliary factor, large subunit, splicing factor']"
PAX6,['IPR043565'],['PAX family']
SH3PXD2A,['IPR034917'],['SH3 and PX domain-containing protein 2A']
STAT2,['IPR001217'],['Transcription factor STAT']
GRK2,['IPR000239'],['GPCR kinase']
CNTN1,['IPR036992'],['Contactin-1']
MERTK,,
CAMLG,,
ZNF816,,
CDH17,['IPR039808'],['Cadherin']
FPR2,"['IPR000276', 'IPR000826', 'IPR027347']","['G protein-coupled receptor, rhodopsin-like', 'Formyl peptide receptor-related', 'Formyl peptide receptor 2/3']"
ZNF383,,
GUCY2C,,
CCDC63,['IPR029652'],['CCDC63 family']
SCNN1A,"['IPR001873', 'IPR004724']","['Epithelial sodium channel', 'Epithelial sodium channel, chordates']"
FAM214A,,
HELZ2,['IPR031191'],['Helicase with zinc finger domain 2']
TCF15,,
CHD3,,
SF3A3,['IPR031776'],['Splicing factor 3A subunit 3']
SFSWAP,['IPR040397'],['Suppressor of white apricot']
RALGAPA1,['IPR027107'],['Tuberin/Ral GTPase-activating protein subunit alpha']
TERB1,['IPR042359'],['Telomere repeats-binding bouquet formation protein 1']
GRIN2A,['IPR001508'],"['Ionotropic glutamate receptor, metazoa']"
TRIM34,,
MFSD2A,['IPR039672'],['Lactose permease-like']
YTHDF1,,
ALOXE3,['IPR001885'],"['Lipoxygenase, mammalian']"
FGFBP2,['IPR010510'],['FGF binding 1']
FAP,['IPR031245'],['Dipeptidyl peptidase FAP']
DPYD,,
LVRN,"['IPR001930', 'IPR034016']","['Peptidase M1, alanine aminopeptidase/leukotriene A4 hydrolase', 'Aminopeptidase N-type']"
TP53BP1,,
RSPH4A,['IPR006802'],['Radial spokehead-like protein']
OVGP1,,
COX10,"['IPR000537', 'IPR006369', 'IPR016315']","['UbiA prenyltransferase family', 'Protohaem IX farnesyltransferase', 'Protohaem IX farnesyltransferase, mitochondria']"
WDR31,,
HSD17B2,,
GTF2A2,['IPR003194'],"['Transcription initiation factor IIA, gamma subunit']"
SLC16A1,"['IPR004743', 'IPR011701', 'IPR030757']","['Monocarboxylate transporter', 'Major facilitator superfamily', 'Monocarboxylate transporter 1']"
GTF2A1,['IPR004855'],"['Transcription factor IIA, alpha/beta subunit']"
L3MBTL4,,
BRCA1,"['IPR011364', 'IPR031099']","['Breast cancer type 1 susceptibility protein (BRCA1)', 'BRCA1-associated']"
FAM126A,['IPR018619'],['Hyccin']
FHL5,,
MAP3K21,['IPR016231'],"['Mitogen-activated protein (MAP) kinase kinase kinase, MLK1-4']"
SELENOW,['IPR011893'],"['Selenoprotein, Rdx-type']"
HYAL2,['IPR018155'],['Hyaluronidase']
TTBK1,,
SEC24C,,
TMEM115,['IPR013861'],['TMEM115/Pdh1/Rbl19']
IFRD2,['IPR039777'],['Interferon-related developmental regulator']
FPR3,"['IPR000826', 'IPR027347']","['Formyl peptide receptor-related', 'Formyl peptide receptor 2/3']"
TRIM26,,
IST1,['IPR005061'],['Vacuolar protein sorting-associated protein Ist1']
DPY19L3,"['IPR018732', 'IPR030039']","['Dpy-19/Dpy-19-like', 'Probable C-mannosyltransferase DPY19L3']"
SUB1,,
UBE2Q2L,,
SEZ6L,,
HSD17B3,"['IPR002347', 'IPR033281']","['Short-chain dehydrogenase/reductase SDR', 'Testosterone 17-beta-dehydrogenase 3']"
DGAT2L6,['IPR007130'],['Diacylglycerol acyltransferase']
TMEM250,['IPR007130'],['Diacylglycerol acyltransferase']
NFKBIZ,,
MLH1,['IPR038973'],['DNA mismatch repair protein MutL/Mlh/Pms']
TMSB10,['IPR001152'],['Beta-thymosin']
MYLK3,,
TNNC1,,
C16orf47,,
TFR2,['IPR039373'],['Glutamate carboxypeptidase 2-like']
HCLS1,['IPR039373'],['Glutamate carboxypeptidase 2-like']
IRF2,['IPR017431'],['Interferon regulatory factor-1/2']
PRKCSH,"['IPR026874', 'IPR039794']","['Glucosidase 2 subunit beta', 'Glucosidase II beta subunit-like']"
,"['IPR026874', 'IPR039794']","['Glucosidase 2 subunit beta', 'Glucosidase II beta subunit-like']"
MESP2,['IPR040259'],['Mesogenin/MesP']
PLA2G4C,,
YBX3,,
FDPS,['IPR000092'],['Polyprenyl synthetase']
SLC25A25,['IPR002067'],['Mitochondrial carrier protein']
RPL10,['IPR001197'],['Ribosomal protein L10e']
TGOLN2,['IPR001197'],['Ribosomal protein L10e']
ADAMTS8,"['IPR013273', 'IPR013277']","['ADAMTS/ADAMTS-like', 'Peptidase M12B, ADAM-TS8']"
CACNA1G,"['IPR002077', 'IPR005445', 'IPR043203']","['Voltage-dependent calcium channel, alpha-1 subunit', 'Voltage-dependent calcium channel, T-type, alpha-1 subunit', 'Voltage-gated cation channel calcium and sodium']"
ZNF250,,
ZNF44,,
CCDC173,['IPR039986'],['Coiled-coil domain-containing protein 173']
VPS53,['IPR039766'],['Vacuolar protein sorting-associated protein 53']
C19orf81,['IPR031746'],['Protein of unknown function DUF4732']
AGT,"['IPR000215', 'IPR000227']","['Serpin family', 'Angiotensinogen']"
COG5,"['IPR000215', 'IPR000227']","['Serpin family', 'Angiotensinogen']"
ERAP2,"['IPR001930', 'IPR033528', 'IPR034016']","['Peptidase M1, alanine aminopeptidase/leukotriene A4 hydrolase', 'ERAP2 aminopeptidase', 'Aminopeptidase N-type']"
SERPINA3,['IPR000215'],['Serpin family']
TMEM182,"['IPR004031', 'IPR026763']","['PMP-22/EMP/MP20/Claudin superfamily', 'Transmembrane protein 182']"
GOLGA6L19,['IPR026737'],['Golgin subfamily A member 6-like']
CCDC141,,
PSG4,,
LCE5A,['IPR028205'],['Late cornified envelope protein']
PSG9,,
SERPINA1,['IPR000215'],['Serpin family']
SERPINC1,"['IPR000215', 'IPR015555']","['Serpin family', 'Antithrombin-III']"
NPIPB5,['IPR009443'],['Nuclear pore complex interacting protein']
PSG6,,
SLC12A4,"['IPR000076', 'IPR000622', 'IPR004842']","['K/Cl co-transporter', 'K/Cl co-transporter 1', 'SLC12A transporter family']"
KLF4,,
KNG1,['IPR002395'],['HMW kininogen']
CSTA,['IPR001713'],"['Proteinase inhibitor I25A, stefin']"
FUT8,['IPR015827'],"['Alpha-(1,6)-fucosyltransferase']"
DDOST,['IPR005013'],['Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48kDa subunit']
MRPL20,['IPR005813'],['Ribosomal protein L20']
MRPL32,['IPR002677'],['Ribosomal protein L32p']
MYBPC1,,
ELK3,,
VEGFA,,
OXCT2,"['IPR004165', 'IPR014388']","['Coenzyme A transferase family I', '3-oxoacid CoA-transferase']"
CST1,,
CST4,,
CST3,,
TIMP1,"['IPR001820', 'IPR015611']","['Protease inhibitor I35 (TIMP)', 'Metalloproteinase inhibitor 1']"
HRH2,"['IPR000276', 'IPR000503']","['G protein-coupled receptor, rhodopsin-like', 'Histamine H2 receptor']"
C5,['IPR037562'],['Complement C5']
CXCR1,"['IPR000174', 'IPR000276', 'IPR001355']","['CXC chemokine receptor 1/2', 'G protein-coupled receptor, rhodopsin-like', 'CXC chemokine receptor 1']"
OIP5,,
AKR7A2,,
GNB1L,,
AK9,['IPR000850'],['Adenylate kinase/UMP-CMP kinase']
TRIM27,,
SHANK3,,
ZNF468,,
MC3R,"['IPR000276', 'IPR001671', 'IPR002122']","['G protein-coupled receptor, rhodopsin-like', 'Melanocortin/ACTH receptor', 'Melanocortin 3 receptor']"
EPB41L2,"['IPR000798', 'IPR030546']","['Ezrin/radixin/moesin-like', 'Band 4.1-like protein 2']"
PROM1,['IPR008795'],['Prominin']
C3,['IPR035711'],['Complement C3-like']
A2M,,
MGAM,['IPR000322'],['Glycoside hydrolase family 31']
TFCP2,['IPR040167'],['Transcription factor CP2-like']
UVSSA,['IPR018610'],['UV-stimulated scaffold protein A']
EFEMP1,['IPR032973'],['EGF-containing fibulin-like extracellular matrix protein 1']
AKAP13,['IPR028852'],['A-kinase anchor protein 13']
FZD1,"['IPR015526', 'IPR026548']","['Frizzled/secreted frizzled-related protein', 'Frizzled-1']"
KCNH2,"['IPR003938', 'IPR003967']","['Potassium channel, voltage-dependent, EAG/ELK/ERG', 'Potassium channel, voltage-dependent, ERG']"
OR11H12,['IPR000276'],"['G protein-coupled receptor, rhodopsin-like']"
XRCC5,['IPR024193'],['Ku80']
SUV39H1,['IPR011381'],['Histone H3-K9 methyltransferase']
MBTPS2,['IPR001193'],['Membrane-bound transcription factor site-2 protease']
ARL4A,['IPR006689'],"['Small GTPase superfamily, ARF/SAR type']"
HTRA2,['IPR001940'],['Peptidase S1C']
TROAP,['IPR001940'],['Peptidase S1C']
TRO,['IPR037445'],['Melanoma-associated antigen']
MAGI3,['IPR030035'],"['Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 3']"
PSD,,
ARL1,['IPR006689'],"['Small GTPase superfamily, ARF/SAR type']"
COL8A1,,
IFIH1,,
TBC1D2,,
GNRH2,['IPR019792'],['Gonadoliberin']
TTTY12,['IPR019792'],['Gonadoliberin']
POTEKP,['IPR004000'],['Actin family']
TTTY13,['IPR004000'],['Actin family']
NSD3,,
SCAF8,,
FRS3,,
CEP131,['IPR030465'],['Centrosomal protein of 131kDa']
TNFSF14,['IPR006053'],['Tumour necrosis factor']
MACF1,"['IPR029926', 'IPR043197']","['Dystonin-like', 'Plakin']"
SGCE,"['IPR008908', 'IPR030775']","['Sarcoglycan alpha/epsilon', 'Epsilon-sarcoglycan']"
TRIM33,,
PPP6R1,,
MSANTD2,['IPR042792'],['Myb/SANT-like DNA-binding domain-containing protein 2']
DDI2,,
SKIDA1,['IPR027971'],['Elongin BC and Polycomb repressive complex 2-associated protein EPOP']
DUS1L,,
DEFB126,['IPR025933'],['Beta-defensin']
LAT,['IPR008359'],['Linker-for-activation of T cells (LAT) protein']
SETD2,['IPR042294'],['Histone-lysine N-methyltransferase SETD2']
MAGEB5,['IPR030085'],['Melanoma-associated antigen B5']
SLC2A11,['IPR005828'],"['Major facilitator,  sugar transporter-like']"
SLC4A2,"['IPR001717', 'IPR003020']","['Anion exchange protein', 'Bicarbonate transporter, eukaryotic']"
CORO2B,['IPR027339'],['Coronin 2B']
HSDL2,['IPR002347'],['Short-chain dehydrogenase/reductase SDR']
RGS14,['IPR030776'],['Regulator of G-protein signalling 14']
GYPC,"['IPR001195', 'IPR042192']","['Glycophorin', 'Glycophorin-C']"
MOK,,
KCNH4,"['IPR003938', 'IPR003950']","['Potassium channel, voltage-dependent, EAG/ELK/ERG', 'Potassium channel, voltage-dependent, ELK']"
RNF13,,
C3orf33,['IPR042421'],['Protein C3orf33-like']
BACH2,,
CEP41,,
BCO2,['IPR004294'],['Carotenoid oxygenase']
PITPNM2,,
TRIM54,,
DHDH,,
PITPNM3,,
AGXT2,['IPR005814'],['Aminotransferase class-III']
TRIM55,,
CNTNAP3,['IPR028873'],['Contactin-associated protein-like 3']
SHOC2,,
IQSEC3,,
PHF8,,
DNM3,['IPR022812'],['Dynamin superfamily']
KIAA1107,['IPR040121'],['AP2-interacting clathrin-endocytosis protein']
FRMD8P1,,
FRMD8,,
PBX4,,
LIMCH1,"['IPR001997', 'IPR003096', 'IPR029980']","['Calponin/LIMCH1', 'Smooth muscle protein/calponin', 'LIM and calponin homology domains-containing protein 1']"
KRTAP2-1,"['IPR001997', 'IPR003096', 'IPR029980']","['Calponin/LIMCH1', 'Smooth muscle protein/calponin', 'LIM and calponin homology domains-containing protein 1']"
TRIM35,,
XRCC2,,
AGAP1,,
XRCC3,,
SMAD6,['IPR013790'],['Dwarfin']
TNRC6B,['IPR033500'],['Trinucleotide repeat-containing gene 6B protein']
TGM5,,
DOLK,"['IPR026566', 'IPR032974']","['Dolichol kinase', 'Polyprenol kinase family']"
PDZRN3,,
RIMS2,"['IPR030631', 'IPR039032']","['Regulating synaptic membrane exocytosis protein 2', 'Rim-like']"
HIST1H2AB,['IPR002119'],['Histone H2A']
C10orf71,,
LETMD1,,
METTL2B,['IPR026113'],['Methyltransferase-like']
NLN,,
KRTAP2-2,['IPR002494'],['Keratin-associated protein']
ANO3,['IPR007632'],['Anoctamin']
SLC26A4,"['IPR001902', 'IPR030285']","['SLC26A/SulP transporter', 'Pendrin']"
ZNF529,,
MED7,['IPR009244'],"['Mediator complex, subunit Med7']"
FAH,['IPR005959'],['Fumarylacetoacetase']
WIPF1,,
MED25,['IPR021419'],"['Mediator complex, subunit Med25, von Willebrand factor type A']"
BCL2L11,['IPR017288'],['Bcl-2-like protein 11']
ATP8B1,"['IPR006539', 'IPR030346']","['P-type ATPase, subfamily IV', 'Phospholipid-transporting ATPase IC']"
STMN1,,
LRRFIP1,['IPR019139'],['Leucine-rich repeat flightless-interacting protein 1/2']
KCNQ2,"['IPR003947', 'IPR028325']","['Potassium channel, voltage dependent, KCNQ2', 'Voltage-gated potassium channel']"
KCNQ3,"['IPR003937', 'IPR028325']","['Potassium channel, voltage dependent, KCNQ', 'Voltage-gated potassium channel']"
FOXO3,,
CHST10,"['IPR005331', 'IPR018011']","['Sulfotransferase', 'Carbohydrate sulfotransferase 8-10']"
C1orf94,['IPR031496'],['Protein of unknown function DUF4688']
IL17RC,['IPR039465'],['Interleukin-17 receptor-like']
RHOBTB2,"['IPR001806', 'IPR003578']","['Small GTPase', 'Small GTPase Rho']"
REG4,,
LDHAL6B,"['IPR001557', 'IPR011304']","['L-lactate/malate dehydrogenase', 'L-lactate dehydrogenase']"
KBTBD3,,
LAMTOR5,['IPR024135'],['Ragulator complex protein LAMTOR5']
RAD51C,['IPR016467'],"['DNA recombination and repair protein, RecA-like']"
B9D1,['IPR010796'],['B9 domain']
TNFSF12,,
AP4E1,,
ADAM20,,
B4GAT1,['IPR043189'],"['Beta-1,4-glucuronyltransferase 1']"
LHX6,,
CD38,"['IPR003193', 'IPR033567']","['ADP-ribosyl cyclase (CD38/157)', 'ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1']"
TNFRSF8,['IPR020416'],['Tumour necrosis factor receptor 8']
CD34,"['IPR008083', 'IPR013836']","['CD34 antigen', 'CD34/Podocalyxin']"
LRRC75A,,
C15orf53,,
ATG16L2,,
CDC73,['IPR007852'],['Cdc73/Parafibromin']
PLB1,['IPR038885'],"['Phospholipase B1, membrane-associated']"
10-Mar,,
RNF224,,
FAM47B,,
GTF2H2C_2,['IPR012170'],['TFIIH subunit Ssl1/p44']
POC5,['IPR012170'],['TFIIH subunit Ssl1/p44']
TEX19,['IPR029093'],['Testis-expressed protein 19']
DCAF4L2,,
MRPS26,['IPR026140'],['28S ribosomal protein S26']
ZNF341,,
PLAGL2,,
SLC48A1,,
SRXN1,['IPR016692'],['Sulfiredoxin']
PMF1,['IPR007128'],['Nuclear MIS12/MIND complex subunit PMF1/Nnf1']
TRAPPC13,['IPR010378'],['Trafficking protein particle complex subunit 13']
FAM149A,,
SPERT,"['IPR026655', 'IPR028118']","['Spermatid-associated protein', 'Chibby family']"
CNBD1,['IPR043533'],['Cyclic nucleotide-binding domain-containing protein 1/2']
RNF123,,
TEX45,['IPR028001'],['Protein of unknown function DUF4601']
LAMTOR4,['IPR034601'],['Ragulator complex protein LAMTOR4']
RBCK1,['IPR026261'],['RanBP-type and C3HC4-type zinc finger-containing protein 1/SHARPIN']
TTC29,,
IQUB,,
FLVCR2,['IPR011701'],['Major facilitator superfamily']
C12orf50,['IPR040943'],['Protein of unknown function DUF5571']
PNLDC1,['IPR006941'],['Ribonuclease CAF1']
SAMD10,,
HNRNPF,,
TMEM189-UBE2V1,,
ZNF750,,
STK33,,
AGFG1,,
TATDN1,['IPR001130'],['TatD family']
SLC17A9,['IPR011701'],['Major facilitator superfamily']
ANKRD34B,['IPR042637'],['Ankyrin repeat domain-containing protein AN34A/B/C']
RACK1,,
EIF5A,['IPR001884'],['Translation elongation factor IF5A-like']
C11orf94,['IPR031748'],['Protein of unknown function DUF4733']
CC2D1A,,
LRRC2,,
RGSL1,,
AWAT2,['IPR007130'],['Diacylglycerol acyltransferase']
KRTAP1-5,['IPR002494'],['Keratin-associated protein']
GPR34,['IPR000276'],"['G protein-coupled receptor, rhodopsin-like']"
KCNJ2,"['IPR003271', 'IPR016449']","['Potassium channel, inwardly rectifying, Kir2.1', 'Potassium channel, inwardly rectifying, Kir']"
KRTAP3-3,"['IPR003271', 'IPR016449']","['Potassium channel, inwardly rectifying, Kir2.1', 'Potassium channel, inwardly rectifying, Kir']"
KRTAP4-2,['IPR002494'],['Keratin-associated protein']
KRTAP4-3,['IPR002494'],['Keratin-associated protein']
KRTAP4-4,['IPR002494'],['Keratin-associated protein']
KRTAP2-4,['IPR002494'],['Keratin-associated protein']
KRTAP3-1,['IPR007659'],"['Keratin, high-sulphur matrix protein']"
KRTAP3-2,['IPR007659'],"['Keratin, high-sulphur matrix protein']"
KRTAP4-5,['IPR007659'],"['Keratin, high-sulphur matrix protein']"
C3orf79,['IPR007659'],"['Keratin, high-sulphur matrix protein']"
MRPL14,['IPR000218'],['Ribosomal protein L14P']
ZNF343,,
KRTAP4-7,['IPR002494'],['Keratin-associated protein']
ACTG2,['IPR004000'],['Actin family']
ACTG1,['IPR004000'],['Actin family']
KRTAP4-6,['IPR002494'],['Keratin-associated protein']
FAM117B,"['IPR026641', 'IPR026642']","['Protein FAM117B', 'Glucocorticoid-induced transcript 1/FAM117']"
KRTAP9-2,['IPR002494'],['Keratin-associated protein']
OCM,['IPR008080'],['Parvalbumin']
PANK2,['IPR004567'],['Type II pantothenate kinase']
KRTAP9-3,['IPR002494'],['Keratin-associated protein']
OCM2,['IPR008080'],['Parvalbumin']
KRTAP9-4,['IPR008080'],['Parvalbumin']
DOCK9,"['IPR026791', 'IPR026796']","['Dedicator of cytokinesis', 'Dedicator of cytokinesis 9']"
KRTAP4-8,['IPR002494'],['Keratin-associated protein']
KRTAP4-9,['IPR002494'],['Keratin-associated protein']
KRTAP4-1,['IPR002494'],['Keratin-associated protein']
KRTAP4-11,['IPR002494'],['Keratin-associated protein']
THAP8,['IPR026522'],['THAP domain-containing protein 8']
ARMCX5,,
KRTAP9-8,['IPR002494'],['Keratin-associated protein']
,['IPR002494'],['Keratin-associated protein']
FER1L6-AS1,['IPR002494'],['Keratin-associated protein']
SRPK3,,
ANKRD60,['IPR039323'],['Ankyrin repeat domain-containing protein 60']
AASDH,,
UBE2I,,
KRTAP9-9,['IPR002494'],['Keratin-associated protein']
SUPT4H1,['IPR009287'],['Transcription initiation Spt4']
RASA4B,,
LLGL2,['IPR000664'],['Lethal(2) giant larvae protein']
ADAM33,,
KRTAP17-1,,
WNK3,,
SLC27A4,['IPR030304'],['Fatty acid transport protein 4']
LARP4,,
GKN3P,,
ZSCAN5DP,,
NPY2R,"['IPR000276', 'IPR001358']","['G protein-coupled receptor, rhodopsin-like', 'Neuropeptide Y2 receptor']"
HK3,['IPR001312'],['Hexokinase']
INSL3,"['IPR040113', 'IPR043387']","['Insulin-like 3', 'Insulin-like INSL3/INSL4']"
VN1R3,['IPR004072'],"['Vomeronasal receptor, type 1']"
SMIM5,['IPR004072'],"['Vomeronasal receptor, type 1']"
GPR89B,['IPR015672'],['The Golgi pH regulator/GPCR-type G protein']
EFNB2,['IPR031328'],['Ephrin']
HNMT,['IPR016673'],['Histamine N-methyltransferase-like']
EFNA3,['IPR031328'],['Ephrin']
COL28A1,,
EFNA4,['IPR031328'],['Ephrin']
IGLC1,,
ALAS1,,
TRIQK,['IPR024842'],['Triple repetitive-sequence of QXXK/R protein']
MAPKAPK2,,
ERVK-18,,
CHTF8,,
MPZ,"['IPR000920', 'IPR029869']","['Myelin P0 protein-related', 'Myelin protein P0']"
CHTF8,"['IPR000920', 'IPR029869']","['Myelin P0 protein-related', 'Myelin protein P0']"
FAM180B,['IPR029170'],['FAM180 family']
GPR179,"['IPR032964', 'IPR043458']","['Probable G-protein coupled receptor 179', 'G-protein coupled receptor 158/179']"
IGKV1-12,,
CEMP1,,
IGKV1-6,,
GNAQ,"['IPR000654', 'IPR001019']","['G-protein alpha subunit, group Q', 'Guanine nucleotide binding protein (G-protein), alpha subunit']"
NPL,"['IPR002220', 'IPR005264']","['DapA-like', 'N-acetylneuraminate lyase']"
IFNGR2,,
GRTP1,,
POMC,['IPR001941'],['Pro-opiomelanocortin']
GNG4,['IPR001770'],"['G-protein, gamma subunit']"
GNG10,['IPR001770'],"['G-protein, gamma subunit']"
